from,to,kommentar,tonalität,zeit,folge,thema
SPD,LC,1,1,2,2,3
GRUENE,LC,1,1,2,2,3
SPD,LC,1,1,2,2,3
GRUENE,LC,1,1,2,2,3
SPD,LC,1,1,2,2,3
GRUENE,LC,1,1,2,2,3
SPD,LC,1,1,2,2,3
GRUENE,LC,1,1,2,2,3
LINKE,LC,1,1,2,2,3
ZN,LC,4,3,2,2,3
SPD,LC,1,1,2,2,3
GRUENE,LC,1,1,2,2,3
BVS,LC,2,2,2,2,3
SPD,LC,1,1,2,2,3
GRUENE,LC,1,1,2,2,3
LINKE,LC,1,1,2,2,3
ZN,LC,4,2,2,1,3
SL,ZN,2,2,2,2,3
SB,ZN,2,2,2,2,3
LINKE,ZN,1,1,2,1,7
LC,ZN,5,2,2,2,3
SPD,LC,1,1,2,2,7
GRUENE,LC,1,1,2,2,7
SPD,LC,1,1,2,2,3
BVS,ALI,2,2,2,2,3
CDU,ALI,1,1,2,2,3
GRUENE,ALI,4,3,2,2,3
BVS,ALI,2,2,2,2,3
BVS,ALI,4,2,2,2,3
CDU,ALI,1,1,2,2,3
CDU,ALI,1,1,2,2,3
CDU,ALI,1,1,2,2,7
JP,ALI,4,2,2,1,3
GRUENE,JP,1,1,2,2,3
SPD,JP,1,1,2,2,3
AFD,JP,8,4,2,1,3
AFD,JP,2,2,2,2,3
NK,JP,2,2,2,2,3
BVS,JP,2,2,2,2,3
GRUENE,JP,1,1,2,2,3
SPD,JP,1,1,2,2,3
GRUENE,JP,1,1,2,2,3
SPD,JP,1,1,2,2,3
LINKE,JP,1,1,2,2,3
ALI,JP,5,2,2,2,3
CDU,ALI,1,1,2,2,7
NK,ALI,1,1,2,2,7
CDU,ALI,1,1,2,2,7
AFD,ALI,1,1,2,2,7
CDU,ALI,1,1,2,2,3
CDU,LP,2,2,2,2,8
GRUENE,LP,1,1,2,2,8
SPD,LP,1,1,2,2,8
GRUENE,LP,1,1,2,2,8
SPD,LP,1,1,2,2,8
FGU,LP,2,2,2,2,8
SBR,LP,2,2,2,2,8
GRUENE,LP,1,1,2,2,8
FGU,LP,2,2,2,2,8
SPD,LP,1,1,2,2,8
GRUENE,LP,1,1,2,2,8
SPD,SR,1,1,2,2,10
CD,SR,1,1,2,2,10
SPD,SR,1,1,2,2,10
FDP,SR,1,1,2,2,10
SPD,SR,1,1,2,2,8
FDP,SR,1,1,2,2,8
SPD,SR,1,1,2,2,1
CD,SR,1,1,2,2,1
CDU,AT,1,1,2,2,1
JSCH,AT,2,2,2,2,1
CD,AT,2,4,2,2,1
FB,AT,2,2,2,2,1
CD,AT,2,2,2,2,1
JSCH,AT,2,4,2,2,1
SL,AT,2,2,2,1,1
AA,SL,7,2,2,1,1
SL,AA,7,2,2,2,1
CDU,AT,1,1,2,2,8
CDU,AT,1,1,2,2,1
CD,AT,2,2,2,1,1
CD,AT,2,2,2,1,1
CD,AT,2,2,2,1,1
CDU,AT,2,3,2,2,1
FDP,AT,2,4,2,2,1
CD,AT,2,2,2,1,1
CD,AT,2,2,2,1,1
CDU,AT,1,1,2,2,1
BSW,TM,2,1,2,1,1
AT,TM,2,2,2,1,1
FDP,TM,1,1,2,2,1
CH,TM,2,4,2,1,1
CK,TM,2,1,2,1,1
JSCH,TM,2,1,2,1,1
FDP,TM,1,1,2,2,1
SPD,TM,1,1,2,2,1
CD,TM,2,1,2,2,1
AT,TM,2,3,2,2,8
FDP,TM,1,1,2,2,1
FDP,TM,1,1,2,2,1
SPD,TM,1,1,2,2,1
BSW,TM,2,1,2,1,8
FDP,TM,1,1,2,2,1
FDP,TM,1,1,2,2,1
CDU,TM,8,4,2,2,1
FDP,TM,1,1,2,2,1
AFD,KS,1,1,2,2,8
AFD,KS,1,1,2,2,8
AFD,KS,1,1,2,2,8
AFD,CG,2,2,2,2,15
LINKE,CG,1,1,2,2,15
SPD,CG,1,1,2,2,15
GRUENE,CG,1,1,2,2,15
SB,CG,2,2,2,2,15
SB,CG,2,2,2,2,1
LINKE,CG,1,1,2,2,1
LINKE,CG,1,1,2,2,1
LINKE,CG,1,1,2,2,1
FGU,CK,2,2,2,2,1
FGU,CK,2,3,2,2,1
JSCH,CK,2,3,2,2,1
FGU,CK,2,2,2,2,8
SBR,CK,2,4,2,2,1
FDP,CK,1,1,2,2,1
SPD,CK,1,1,2,2,1
SBR,CK,2,4,2,2,1
CDU,CK,2,3,2,2,1
SPD,CK,1,1,2,2,8
SPD,CK,1,1,2,2,8
GRUENE,CK,1,1,2,2,8
FDP,CK,1,1,2,2,8
CDU,CK,2,3,2,2,8
SPD,CK,1,1,2,2,1
CDU,FGU,1,1,2,2,1
CDU,FGU,1,1,2,2,1
LP,FGU,2,3,2,2,1
LP,FGU,2,2,2,2,1
LP,FGU,2,4,2,2,1
LP,FGU,2,4,2,2,1
CK,FGU,2,2,2,2,1
CG,FGU,2,3,2,2,1
LP,FGU,2,3,2,2,1
LP,FGU,2,3,2,2,8
LP,FGU,2,2,2,2,8
CDU,FGU,1,1,2,2,8
GRUENE,FGU,2,3,2,2,8
LP,FGU,2,2,2,2,8
AA,FGU,2,4,2,2,1
CDU,FGU,1,1,2,2,1
TG,KHI,8,4,2,2,12
RLE,KHI,2,4,2,2,12
TG,KHI,2,4,2,2,12
AFD,KHI,1,1,2,2,12
TG,KHI,1,1,2,2,12
TG,KHI,2,4,2,2,12
TG,KHI,1,1,2,2,12
RLE,KHI,2,3,2,2,12
TG,KHI,2,4,2,2,12
AFD,KHI,1,1,2,2,12
TG,KHI,2,2,2,2,12
SPD,KHI,2,4,2,2,12
TG,KHI,2,4,2,2,12
AFD,KHI,1,1,2,2,12
AFD,KHI,1,1,2,2,12
OK,KHI,2,3,2,2,12
SPD,TG,1,1,2,2,12
LINKE,TG,1,1,2,2,12
GRUENE,TG,1,1,2,2,12
MBE,TG,2,3,2,2,12
KHI,TG,2,2,2,2,12
SPD,TG,1,1,2,2,12
LINKE,TG,1,1,2,2,12
GRUENE,TG,1,1,2,2,12
AFD,TG,2,3,2,2,12
SPD,TG,1,1,2,2,12
GRUENE,TG,1,1,2,2,12
AFD,TG,2,3,2,2,12
KHI,TG,4,3,2,2,12
KHI,TG,2,2,2,2,12
KHI,TG,2,2,2,2,12
RK,TG,2,3,2,2,12
AFD,TG,2,3,2,2,1
SPD,TG,1,1,2,2,12
GRUENE,TG,1,1,2,2,12
RLE,TG,1,1,2,2,12
SPD,TG,1,1,2,2,12
SPD,TG,1,1,2,2,12
GRUENE,TG,1,1,2,2,12
KHI,TG,2,4,2,2,12
SPD,TG,1,1,2,2,12
GRUENE,TG,1,1,2,2,12
KHI,TG,4,2,2,1,12
TG,KHI,8,4,2,2,12
OK,KHI,2,3,2,2,12
GRUENE,KHI,2,3,2,2,12
TG,KHI,5,2,2,2,12
RK,TG,2,3,2,2,12
MBE,TG,2,4,2,2,12
SPD,TG,1,1,2,2,12
GRUENE,TG,1,1,2,2,12
SPD,MHEL,1,1,2,2,12
SB,MHEL,2,4,2,2,12
KHI,MHEL,2,2,2,2,12
CDU,MHEL,1,1,2,2,12
SPD,MHEL,1,1,2,2,12
KHI,MHEL,2,2,2,2,12
SB,MHEL,2,4,2,2,12
AFD,MHEL,2,2,2,2,12
MW,MHEL,1,1,2,2,12
OK,MHEL,2,3,2,2,12
RK,MHEL,2,3,2,2,12
OK,MHEL,2,3,2,2,12
RK,MHEL,4,3,2,2,12
OK,MHEL,2,3,2,2,12
JV,MHEL,2,2,2,2,12
CDU,MHEL,1,1,2,2,12
GRUENE,JV,1,1,2,2,15
KHI,JV,2,4,2,2,12
GRUENE,JV,1,1,2,2,12
SPD,JV,1,1,2,2,12
KHI,JV,2,2,2,2,12
AFD,JV,2,2,2,2,12
SB,JV,2,4,2,2,12
GRUENE,JV,1,1,2,2,12
SPD,JV,1,1,2,2,12
LINKE,JV,1,1,2,2,12
SB,JV,2,3,2,2,12
JKO,JV,2,2,2,2,12
GRUENE,JV,1,1,2,2,12
SPD,JV,1,1,2,2,12
SB,JV,2,2,2,2,12
AFD,JV,1,1,2,2,12
GRUENE,JV,1,1,2,2,12
SPD,JV,1,1,2,2,12
MHEL,JV,2,2,2,2,12
AFD,JV,8,4,2,1,12
GRUENE,JV,1,1,2,2,12
SPD,JV,1,1,2,2,12
KHI,JV,2,2,2,2,12
AFD,JV,4,3,2,2,12
AFD,JV,2,4,2,2,12
SB,JV,2,4,2,2,12
TG,SB,7,2,2,2,12
GRUENE,JV,1,1,2,2,12
SPD,JV,1,1,2,2,12
MHEL,JV,2,3,2,2,12
KHI,JV,2,3,2,2,12
GRUENE,JV,1,1,2,2,12
KHI,JV,2,2,2,2,12
GRUENE,JV,1,1,2,2,12
SPD,JV,1,1,2,2,12
LINKE,JV,1,1,2,2,12
RK,JV,4,2,2,1,12
AFD,RK,1,1,2,2,12
SB,RK,2,3,2,2,12
JV,RK,5,2,2,2,12
GRUENE,JV,1,1,2,2,12
SPD,JV,1,1,2,2,12
GRUENE,JV,1,1,2,2,12
SB,JV,2,3,2,2,12
FDP,RHO,1,1,2,2,12
SPD,RHO,1,1,2,2,12
FDP,RHO,1,1,2,2,12
SPD,RHO,1,1,2,2,12
KHI,RHO,2,2,2,2,12
TG,RHO,2,3,2,2,12
OK,RHO,2,3,2,2,12
KHI,RHO,2,2,2,2,12
FDP,RHO,1,1,2,2,12
SPD,RHO,1,1,2,2,12
KHI,RHO,2,2,2,1,12
KHI,RHO,2,2,2,1,12
MWB,KHI,7,2,2,2,12
LINKE,RLE,1,1,2,2,12
SPD,RLE,1,1,2,2,12
KHI,RLE,2,4,2,1,12
LINKE,RLE,1,1,2,2,12
SPD,RLE,1,1,2,2,12
KHI,RLE,2,2,2,1,12
LINKE,RLE,1,1,2,2,12
SPD,RLE,1,1,2,2,12
LINKE,RLE,1,1,2,2,12
SPD,RLE,1,1,2,2,12
KHI,RLE,2,2,2,1,12
LINKE,RLE,1,1,2,2,12
SPD,RLE,1,1,2,2,12
GRUENE,RLE,1,1,2,2,12
LINKE,RLE,1,1,2,2,12
SPD,NS,1,1,2,2,15
KHI,NS,8,4,2,2,15
SPD,NS,1,1,2,2,12
SPD,NS,1,1,2,2,12
FDP,NS,1,1,2,2,12
SPD,NS,1,1,2,2,14
KHI,NS,2,4,2,2,14
SPD,NS,1,1,2,2,12
KHI,NS,2,4,2,2,12
SPD,NS,1,1,2,2,12
FDP,NS,1,1,2,2,12
GRUENE,NS,1,1,2,2,12
KHI,ALE,2,2,2,2,15
TG,ALE,1,1,2,2,12
CDU,ALE,1,1,2,2,4
FDP,ALE,1,1,2,2,4
MSC,ALE,1,1,2,2,4
TG,ALE,2,2,2,2,12
MHEL,ALE,2,1,2,2,12
TG,ALE,2,2,2,2,12
TG,ALE,2,2,2,2,12
CDU,ALE,1,1,2,2,12
CDU,ALE,1,1,2,2,4
HR,ALE,2,3,2,2,12
RHO,ALE,2,2,2,2,12
OK,ALE,2,2,2,2,12
CDU,ALE,1,1,2,2,12
LINKE,GL,1,1,2,2,6
LINKE,GL,1,1,2,2,6
LINKE,GL,1,1,2,2,6
LINKE,GL,1,1,2,2,6
BD,GL,1,1,2,2,6
LINKE,GL,1,1,2,2,6
GF,GL,2,1,2,2,6
LINKE,GL,1,1,2,2,6
LINKE,GL,1,1,2,2,6
SPD,BD,1,1,2,2,6
SPD,BD,1,1,2,2,12
GRUENE,BD,1,1,2,2,12
SPD,BD,1,1,2,2,12
GRUENE,BD,1,1,2,2,12
FDP,BD,1,1,2,2,12
SLA,BD,1,1,2,2,12
CDU,KW,1,1,2,2,6
MSC,KW,2,3,2,2,6
MWB,KW,2,3,2,2,12
GL,KW,2,2,2,2,6
AMA,KW,2,2,2,2,6
MWB,KW,2,3,2,2,6
MWB,KW,2,3,2,2,6
MWB,KW,2,2,2,2,6
CDU,KW,1,1,2,2,12
LINKE,KW,4,2,2,1,6
MWB,KW,2,3,2,2,6
LINKE,PM,1,1,2,2,15
LINKE,PM,1,1,2,2,6
LINKE,PM,1,1,2,2,6
SPD,PM,1,1,2,2,6
GRUENE,PM,1,1,2,2,6
KW,PM,5,2,2,2,12
AMA,KW,2,2,2,2,12
AMA,KW,2,3,2,2,12
PM,KW,2,3,2,2,12
CDU,KW,1,1,2,2,6
OK,KW,8,4,2,2,6
OK,KW,2,4,2,2,6
CDU,KW,1,1,2,2,6
GRUENE,CKU,1,1,2,2,12
SPD,CKU,1,1,2,2,12
DF,CKU,1,1,2,2,12
GRUENE,CKU,1,1,2,2,12
GRUENE,CKU,1,1,2,2,12
KK,CKU,1,1,2,2,12
GRUENE,CKU,1,1,2,2,12
JSK,CKU,1,1,2,2,12
KW,CKU,2,3,2,2,12
GRUENE,CKU,1,1,2,2,6
SPD,CKU,1,1,2,2,6
FDP,CKU,1,1,2,2,6
AMA,CKU,2,3,2,2,6
GL,CKU,2,3,2,2,6
GRUENE,CKU,1,1,2,2,6
SPD,CKU,1,1,2,2,6
FDP,CKU,1,1,2,2,6
PM,CKU,2,3,2,2,6
PM,CKU,2,4,2,2,6
GRUENE,CKU,1,1,2,2,6
SPD,CKU,1,1,2,2,6
FDP,CKU,1,1,2,2,6
PM,CKU,2,3,2,2,6
FDP,DF,1,1,2,2,1
KW,DF,2,4,2,2,1
JSK,DF,1,1,2,2,6
FDP,DF,1,1,2,2,6
KW,DF,2,4,2,2,1
AGU,DF,2,3,2,2,1
KW,DF,2,2,2,2,1
CKU,DF,1,1,2,2,12
FDP,DF,1,1,2,2,6
SPD,DF,1,1,2,2,6
GRUENE,DF,1,1,2,2,6
FDP,DF,1,1,2,2,12
GF,DF,2,1,2,2,12
SPD,DF,1,1,2,2,12
MBE,DF,2,3,2,2,12
SPD,DF,1,1,2,2,12
CDU,DF,1,1,2,2,12
FDP,DF,1,1,2,2,12
GF,DF,2,2,2,2,12
FDP,DF,1,1,2,2,12
SPD,DF,1,1,2,2,12
GRUENE,DF,1,1,2,2,12
GF,MBE,2,1,2,2,12
AFD,MBE,1,1,2,2,1
KW,MBE,2,4,2,2,1
KK,MBE,2,3,2,2,6
AFD,MBE,1,1,2,2,12
AFD,MBE,1,1,2,2,6
SPD,MBE,2,3,2,2,6
AFD,MBE,1,1,2,2,12
CKU,MBE,2,2,2,1,12
MBE,CKU,7,2,2,2,6
SPD,KK,1,1,2,2,6
SPD,KK,1,1,2,2,6
AFD,KK,2,2,2,1,6
SPD,KK,1,1,2,2,6
GRUENE,KK,1,1,2,2,6
GF,KK,2,4,2,2,12
GF,KK,2,2,2,2,12
SPD,KK,1,1,2,2,12
GRUENE,KK,1,1,2,2,12
FDP,KK,1,1,2,2,12
JWI,KK,1,1,2,2,12
GF,KK,2,3,2,2,6
AWG,KK,2,3,2,2,6
SPD,KK,1,1,2,2,6
GRUENE,KK,1,1,2,2,6
JSK,KK,2,3,2,2,6
SPD,KK,1,1,2,2,6
GRUENE,KK,1,1,2,2,6
FDP,KK,1,1,2,2,6
AWB,KK,1,1,2,2,6
JSK,PA,2,3,2,2,15
OK,PA,2,4,2,2,15
CDU,PA,1,1,2,2,15
PM,PA,1,1,2,2,15
DF,PA,2,3,2,2,15
BD,PA,2,2,2,2,15
CKU,PA,2,3,2,2,15
CDU,PA,1,1,2,2,15
SKU,PA,2,2,2,2,15
CKU,PA,2,4,2,2,15
KD,PA,2,2,2,2,15
MG,PA,1,1,2,2,15
CKU,PA,2,3,2,2,15
BD,PA,2,2,2,2,15
CKU,PA,2,2,2,2,12
PM,PA,1,1,2,2,15
DF,PA,2,4,2,2,1
DF,PA,2,3,2,2,1
MBE,PA,2,3,2,2,12
MBE,PA,2,2,2,2,12
GL,PA,2,3,2,2,6
MWB,PA,2,3,2,2,6
KK,PA,1,1,2,2,6
DF,PA,2,1,2,2,6
DF,PA,2,3,2,2,6
KK,PA,2,3,2,2,6
CDU,PA,1,1,2,2,6
TG,AWG,2,3,2,2,12
JT,AWG,2,4,2,2,12
CDU,AWG,1,1,2,2,12
TG,AWG,1,1,2,2,12
TG,AWG,2,3,2,2,12
CDU,AWG,1,1,2,2,12
MSC,AWG,2,4,2,2,12
TG,AWG,2,3,2,2,12
TG,AWG,2,2,2,2,12
GRUENE,AWG,8,4,2,2,12
CDU,AWG,1,1,2,2,12
MSC,AWG,2,4,2,2,12
MSC,AWG,2,2,2,2,12
CDU,AWG,1,1,2,2,12
TG,AWG,2,3,2,2,12
CDU,AWG,1,1,2,2,12
AD,CT,2,4,2,2,12
SPD,CT,1,1,2,2,12
GRUENE,CT,1,1,2,2,12
FDP,CT,1,1,2,2,12
AD,CT,2,1,2,2,12
SPD,CT,1,1,2,2,12
SPD,CT,1,1,2,2,12
GRUENE,CT,1,1,2,2,12
SPD,CT,1,1,2,2,12
CR,CT,1,1,2,2,12
AD,CT,2,3,2,2,12
CDU,CT,2,4,2,2,12
RK,CT,2,4,2,2,12
SPD,CT,1,1,2,2,12
GRUENE,CT,1,1,2,2,12
CDU,CT,1,1,2,2,12
FDP,CT,1,1,2,2,12
SPD,CT,1,1,2,2,12
FDP,CT,1,1,2,2,12
CDU,OK,2,2,2,2,12
GRUENE,OK,1,1,2,2,12
KW,OK,2,3,2,2,12
AWG,OK,2,2,2,2,12
KW,OK,2,2,2,2,12
SPD,OK,1,1,2,2,12
GRUENE,OK,1,1,2,2,12
FDP,OK,1,1,2,2,12
SPD,OK,1,1,2,2,12
GRUENE,OK,1,1,2,2,12
GRUENE,OK,1,1,2,2,12
GRUENE,OK,1,1,2,2,15
KW,OK,2,4,2,2,15
AD,OK,2,3,2,2,12
SPD,OK,1,1,2,2,12
GRUENE,OK,1,1,2,2,12
FDP,OK,1,1,2,2,12
AD,OK,2,4,2,2,12
SPD,OK,1,1,2,2,12
GRUENE,OK,1,1,2,2,12
AD,OK,2,3,2,2,12
SPD,OK,1,1,2,2,12
GRUENE,OK,1,1,2,2,12
AWG,OK,2,3,2,2,12
CDU,OK,2,4,2,2,12
SPD,OK,1,1,2,2,12
GRUENE,OK,1,1,2,2,12
AD,OK,2,3,2,2,12
SPD,OK,1,1,2,2,12
GRUENE,OK,1,1,2,2,12
FDP,LK,1,1,2,2,12
CDU,LK,2,3,2,2,12
AD,LK,2,3,2,2,12
AWG,LK,2,3,2,2,12
CDU,LK,2,2,2,2,12
FDP,LK,1,1,2,2,12
KW,LK,2,3,2,2,12
TG,LK,1,1,2,2,12
FDP,LK,1,1,2,2,4
GRUENE,LK,1,1,2,2,4
SPD,LK,1,1,2,2,4
AWG,LK,2,2,2,2,15
KW,LK,2,2,2,2,12
HR,LK,2,3,2,2,12
HR,LK,2,3,2,2,1
AD,LK,2,4,2,2,1
FDP,LK,1,1,2,2,12
GRUENE,LK,1,1,2,2,12
FDP,LK,1,1,2,2,15
AWG,LK,2,3,2,2,15
AD,LK,2,3,2,2,15
AWG,LK,2,3,2,2,12
KW,LK,2,1,2,2,12
TG,SK,2,4,2,2,12
TG,SK,2,4,2,2,12
AFD,SK,1,1,2,2,12
JT,SK,2,2,2,2,12
TG,SK,2,3,2,2,12
TG,SK,2,2,2,2,12
TG,SK,2,4,2,2,12
MSC,SK,2,4,2,2,12
AFD,SK,1,1,2,2,14
TG,SK,2,3,2,2,14
AFD,SK,1,1,2,2,14
GRUENE,SK,2,2,2,2,12
MWB,SK,2,2,2,2,12
AFD,SK,1,1,2,2,12
TG,SK,2,2,2,2,12
LINKE,AMA,1,1,2,2,12
LINKE,AMA,1,1,2,2,12
LINKE,AMA,1,1,2,2,11
LINKE,AMA,1,1,2,2,11
LINKE,AMA,1,1,2,2,12
LINKE,AMA,1,1,2,2,12
LINKE,AMA,1,1,2,2,12
SPD,NS,1,1,2,2,12
GRUENE,NS,1,1,2,2,12
SPD,NS,1,1,2,2,12
GRUENE,NS,1,1,2,2,12
SPD,NS,1,1,2,2,12
JT,NS,2,3,2,2,15
HR,NS,2,3,2,2,15
AWG,NS,2,3,2,2,15
GRUENE,NS,1,1,2,2,12
SPD,NS,1,1,2,2,12
TG,CPL,2,1,2,2,12
GRUENE,CPL,3,2,2,2,4
TG,CPL,2,2,2,2,4
TG,CPL,2,4,2,2,4
CDU,CPL,1,1,2,2,12
FB,CPL,2,3,2,2,12
OK,CPL,2,3,2,2,4
CDU,CPL,1,1,2,2,12
AFD,CPL,1,1,2,2,12
TG,CPL,2,2,2,2,4
TG,CPL,2,2,2,2,4
LK,CPL,2,2,2,2,4
TG,CPL,2,2,2,2,12
TG,CPL,2,2,2,2,12
MSC,CPL,2,3,2,2,12
TG,CPL,2,3,2,1,12
AD,TG,7,3,2,2,12
JT,CPL,2,4,2,2,4
CDU,CPL,1,1,2,2,12
TG,CPL,2,3,2,1,12
GRUENE,JT,1,1,2,2,4
SPD,JT,1,1,2,2,4
FDP,JT,1,1,2,2,4
GRUENE,JT,1,1,2,2,12
SPD,JT,1,1,2,2,12
MG,JT,2,4,2,2,12
MG,JT,2,4,2,2,12
KW,JT,2,3,2,2,12
GRUENE,JT,1,1,2,2,12
SPD,JT,1,1,2,2,12
GRUENE,JT,1,1,2,2,12
SPD,JT,1,1,2,2,12
FDP,JT,1,1,2,2,12
GRUENE,JT,1,1,2,2,12
MWB,JT,2,3,2,2,12
CPL,JT,2,3,2,2,12
CPL,JT,2,3,2,2,12
AWG,JT,2,2,2,2,12
GRUENE,JT,1,1,2,2,12
SPD,JT,1,1,2,2,12
GRUENE,JT,1,1,2,2,12
SPD,JT,1,1,2,2,12
FDP,JT,1,1,2,2,12
KW,JSK,2,3,2,2,12
FDP,JSK,1,1,2,2,12
SPD,JSK,1,1,2,2,12
OK,JSK,1,1,2,2,12
FDP,JSK,1,1,2,2,12
SPD,JSK,1,1,2,2,12
GRUENE,JSK,1,1,2,2,12
GF,JSK,2,3,2,2,12
FDP,JSK,1,1,2,2,12
FDP,JSK,1,1,2,2,12
SPD,JSK,1,1,2,2,12
GRUENE,JSK,1,1,2,2,12
FDP,JSK,1,1,2,2,12
SPD,JSK,1,1,2,2,12
GRUENE,JSK,1,1,2,2,12
SPD,TG,1,1,2,2,15
GRUENE,TG,1,1,2,2,15
FDP,TG,1,1,2,2,15
GRUENE,TG,1,1,2,2,15
SPD,TG,1,1,2,2,12
GRUENE,TG,1,1,2,2,12
FDP,TG,1,1,2,2,12
LINKE,TG,1,1,2,2,12
SPD,TG,1,1,2,2,12
GRUENE,TG,1,1,2,2,12
CPL,TG,2,2,2,2,12
SPD,TG,1,1,2,2,12
GRUENE,TG,1,1,2,2,12
SPD,TG,1,1,2,2,12
GRUENE,TG,1,1,2,2,12
FDP,TG,1,1,2,2,12
LINKE,TG,1,1,2,2,12
SPD,TG,1,1,2,2,12
GRUENE,TG,1,1,2,2,12
SK,TG,2,2,2,2,12
SPD,TG,1,1,2,2,12
GRUENE,TG,1,1,2,2,12
CDU,KW,1,1,2,2,12
TG,KW,2,2,2,2,12
LK,KW,2,2,2,2,12
JSK,KW,2,2,2,2,12
MSC,KW,2,3,2,2,12
TG,KW,8,4,2,2,12
MSC,KW,2,3,2,2,12
JT,KW,2,2,2,2,12
CDU,KW,1,1,2,2,1
MSC,KW,2,3,2,2,12
JT,KW,2,2,2,2,12
JSK,KW,2,4,2,2,12
TG,KW,2,2,2,2,12
JT,KW,2,3,2,2,12
CDU,KW,1,1,2,2,12
JT,KW,2,3,2,2,12
OK,KW,2,3,2,2,12
OK,KW,2,3,2,2,12
CDU,KW,1,1,2,2,12
CDU,AM,1,1,236,2,10
SPD,AM,1,1,236,2,10
CDU,AM,1,1,236,2,10
SPD,AM,1,1,236,2,10
GRUENE,AM,1,1,236,2,10
CDU,AM,1,1,236,2,10
FDP,AM,1,1,236,2,10
CDU,AM,1,1,236,2,10
FDP,AM,1,1,236,2,10
CDU,AM,1,1,236,2,4
SPD,AM,1,1,236,2,4
CDU,AM,1,1,236,2,4
SPD,AM,1,1,236,2,4
BVS,AM,2,2,236,2,12
AFD,AM,2,4,236,2,3
CDU,AM,1,1,236,2,3
SPD,AM,1,1,236,2,3
LINKE,AM,1,1,236,2,3
CDU,AM,1,1,236,2,3
SPD,AM,1,1,236,2,3
GRUENE,AM,1,1,236,2,3
CDU,AM,1,1,236,2,3
SPD,AM,1,1,236,2,3
FDP,AM,1,1,236,2,3
CDU,AM,1,1,236,2,3
CDU,AM,1,1,236,2,3
SPD,AM,1,1,236,2,3
AFD,AW,1,1,236,2,3
AFD,AW,1,1,236,2,3
AFD,AW,1,1,236,2,3
GRUENE,AW,2,2,236,2,10
AFD,AW,1,1,236,2,10
CDU,AW,8,4,236,2,10
SPD,AW,2,2,236,2,10
AFD,AW,1,1,236,2,13
GRUENE,AW,4,2,236,2,10
CDU,AW,2,2,236,2,10
GF,AW,5,1,236,2,10
AFD,AW,1,1,236,2,10
BH,AW,2,2,236,2,10
AFD,AW,1,1,236,2,10
SPD,OS,1,1,236,2,3
SPD,OS,1,1,236,2,3
CDU,OS,1,1,236,2,3
SPD,OS,1,1,236,2,3
CDU,OS,1,1,236,2,3
SPD,OS,1,1,236,2,4
SPD,OS,1,1,236,2,4
NK,OS,2,2,236,2,4
RBH,OS,2,2,236,2,3
CDU,OS,1,1,236,2,3
SPD,OS,1,1,236,2,3
NK,OS,4,4,236,2,1
BVS,OS,8,4,236,2,1
GF,OS,4,4,236,2,1
SPD,OS,1,1,236,2,1
BVS,OS,2,2,236,2,3
HW,OS,2,2,236,2,3
SPD,OS,1,1,236,2,3
SPD,OS,1,1,236,2,3
CDU,OS,1,1,236,2,3
FDP,OS,1,1,236,2,3
BVS,OS,3,2,236,2,3
SPD,OS,1,1,236,2,3
CDU,OS,1,1,236,2,3
FDP,OS,1,1,236,2,3
FDP,CL,1,1,236,2,3
FDP,CL,1,1,236,2,3
CDU,CL,1,1,236,2,3
SPD,CL,1,1,236,2,3
FDP,CL,1,1,236,2,3
CDU,CL,1,1,236,2,3
SPD,CL,1,1,236,2,3
HW,CL,2,2,236,2,3
FDP,CL,1,1,236,2,2
CDU,CL,1,1,236,2,2
SPD,CL,1,1,236,2,2
GRUENE,CL,1,1,236,2,2
LINKE,CL,1,1,236,2,2
BVS,CL,2,2,236,2,3
CS,CL,2,1,236,2,1
GF,CL,2,2,236,2,3
FDP,CL,1,1,236,2,1
FS,CL,1,1,236,2,1
SPD,CL,2,2,236,2,1
FDP,CL,1,1,236,2,3
AB,CL,2,1,236,2,3
MGB,CL,3,2,236,2,3
SPD,CL,3,2,236,2,1
FDP,CL,1,1,236,2,1
GRUENE,CL,3,2,236,2,1
FDP,CL,1,1,236,2,3
FDP,CL,1,1,236,2,3
CDU,CL,1,1,236,2,3
VM,CL,1,1,236,2,3
BH,CL,4,3,236,2,12
FDP,CL,1,1,236,2,12
BH,CL,4,4,236,2,12
FDP,CL,1,1,236,2,12
CDU,CL,1,1,236,2,12
BH,CL,4,2,236,2,12
CL,BH,5,3,236,2,12
AB,CL,3,2,236,2,12
BH,CL,3,3,236,2,12
FDP,CL,1,1,236,2,12
CDU,AL,1,1,236,2,12
CDU,AL,1,1,236,2,3
FDP,AL,1,1,236,2,3
CDU,AL,1,1,236,2,3
FMR,AL,1,1,236,2,3
NK,AL,4,4,236,2,3
CDU,AL,1,1,236,2,3
FDP,AL,1,1,236,2,3
CR,AL,1,1,236,2,3
NK,AL,2,2,236,2,3
HW,AL,2,2,236,2,3
CDU,AL,1,1,236,2,12
FDP,AL,1,1,236,2,12
HW,AL,2,2,236,2,12
NK,AL,4,4,236,2,10
JT,AL,2,2,236,2,3
AFD,AL,2,2,236,2,3
CDU,AL,1,1,236,2,3
NK,AL,2,2,236,2,3
CDU,AL,1,1,236,2,3
FDP,AL,1,1,236,2,3
CDU,AL,1,1,236,2,2
FDP,AL,1,1,236,2,2
GRUENE,AL,1,1,236,2,2
NK,AL,2,2,236,2,2
HW,AL,2,2,236,2,2
