from,to,kommentar,tonalität,zeit,folge,thema
AFD,ULS,2,4,236,2,6
AFD,ULS,2,4,236,2,6
AFD,ULS,2,2,236,2,6
GRUENE,ULS,1,1,236,2,6
SPD,ULS,1,1,236,2,6
LINKE,ULS,1,1,236,2,6
FB,AFD,2,4,236,2,6
FB,ULS,2,1,236,2,6
JMA,ULS,8,3,236,2,6
FB,ULS,2,1,236,2,6
SB,ULS,2,2,236,2,6
FB,SB,7,2,236,2,6
GRUENE,ULS,1,1,236,2,6
LINKE,ULS,1,1,236,2,6
SPD,ULS,1,1,236,2,6
SPD,JJ,1,1,236,2,3
CDU,JJ,1,1,236,2,3
SPD,JJ,1,1,236,2,3
KKU,JJ,1,1,236,2,3
SPD,JJ,1,1,236,2,3
SPD,JJ,1,1,236,2,3
CDU,JJ,1,1,236,2,3
AFD,JJ,1,1,236,2,3
FDP,JJ,1,1,236,2,3
LINKE,JJ,1,1,236,2,3
GRUENE,JJ,1,1,236,2,3
AFD,RL,1,1,236,2,3
AFD,RL,1,1,236,2,3
AFD,RL,1,1,236,2,3
AFD,RL,1,1,236,2,3
AFD,RL,1,1,236,2,3
AFD,RL,1,1,236,2,3
PBE,RL,2,2,236,2,3
AFD,RL,1,1,236,2,3
CDU,ELMO,1,1,236,2,3
UN,ELMO,1,1,236,2,3
CDU,ELMO,1,1,236,2,3
MASZ,ELMO,1,1,236,2,3
MIBR,ELMO,1,1,236,2,3
MIBR,ELMO,1,1,236,2,3
UN,ELMO,1,1,236,2,3
HH,ELMO,2,3,236,2,3
AFD,ELMO,1,2,236,2,3
DD,ELMO,1,2,236,2,3
AFD,ELMO,8,4,236,1,3
SPR,ELMO,2,2,236,2,3
CDU,ELMO,1,1,236,2,3
SPD,ELMO,1,1,236,2,3
FDP,MASZ,1,1,236,2,3
CDU,MASZ,1,1,236,2,3
SPD,MASZ,1,1,236,2,3
GRUENE,MASZ,1,1,236,2,3
LINKE,DD,1,1,236,2,3
MIBR,DD,2,3,236,2,3
LINKE,DD,1,1,236,2,3
LINKE,DD,1,1,236,2,3
AFD,DD,1,1,236,2,3
AGL,DD,2,4,236,2,3
FB,DD,2,3,236,2,3
FB,DD,2,2,236,2,3
AFD,DD,1,1,236,2,3
LINKE,DD,1,1,236,2,3
FB,DD,2,4,236,2,3
LINKE,DD,1,1,236,2,3
PEBE,DD,2,2,236,2,3
FB,DD,2,4,236,2,3
LINKE,DD,1,1,236,2,3
AMR,DD,1,1,236,2,3
PEBE,DD,2,4,236,2,3
MASZ,DD,2,4,236,2,3
DD,MASZ,7,2,236,2,3
FB,DD,2,4,236,2,3
FB,KKE,2,1,236,2,3
GRUENE,KKE,1,1,236,2,3
LINKE,KKE,1,1,236,2,3
GRUENE,KKE,1,1,236,2,3
GRUENE,KKE,1,1,236,2,3
GRUENE,KKE,1,1,236,2,3
PEBE,KKE,2,2,236,2,3
GRUENE,KKE,1,1,236,2,3
DD,MVM,2,2,236,2,3
CDU,MVM,1,1,236,2,3
GRUENE,MVM,1,1,236,2,3
SPD,MVM,1,1,236,2,3
FDP,MVM,1,1,236,2,3
DD,MVM,2,2,236,2,3
JH,MVM,1,1,236,2,3
DD,MVM,2,4,236,1,3
CDU,MVM,1,1,236,2,3
SPD,MVM,1,1,236,2,3
FDP,FSI,1,1,236,2,12
FDP,FSI,1,1,236,2,12
FDP,FSI,1,1,236,2,12
FDP,FSI,1,1,236,2,12
FS,FSI,1,1,236,2,12
FDP,FSI,1,1,236,2,12
FDP,FSI,1,1,236,2,12
MRA,CPL,5,3,236,2,12
FB,CPL,3,2,236,1,12
FB,CPL,2,4,236,2,12
CDU,CPL,1,1,236,2,12
SYKO,MBE,2,2,236,2,12
GKA,MBE,2,4,236,2,12
AFD,MBE,1,1,236,2,12
AFD,MBE,2,1,236,2,12
AFD,MBE,1,1,236,2,12
AFD,MBE,1,1,236,2,12
SPD,UN,1,1,236,2,12
AFD,UN,2,2,236,2,12
SPD,UN,1,1,236,2,12
CDU,UN,1,1,236,2,12
FDP,UN,1,1,236,2,12
LINKE,UN,1,1,236,2,12
GRUENE,UN,1,1,236,2,12
SPD,DDR,1,1,236,2,3
GRUENE,DDR,1,1,236,2,3
SPD,DDR,1,1,236,2,3
GRUENE,DDR,1,1,236,2,3
CDU,DDR,1,1,236,2,3
MASZ,DDR,1,1,236,2,3
SPD,DDR,1,1,236,2,3
CDU,DDR,1,1,236,2,3
PEBE,DDR,2,1,236,2,3
GRUENE,BEVG,1,4,236,2,3
AFD,BEVG,1,1,236,2,3
AFD,BEVG,1,1,236,2,3
MASZ,BEVG,2,2,236,2,3
AFD,BEVG,1,1,236,2,3
AFD,BEVG,1,1,236,2,3
AFD,BEVG,1,1,236,2,3
GKA,BEVG,2,4,236,2,14
AFD,BEVG,1,1,236,2,14
GKA,BEVG,8,4,236,2,14
AFD,BEVG,1,1,236,2,14
MASZ,BEVG,2,4,236,2,14
AFD,BEVG,1,1,236,2,14
LEER,BEVG,1,1,236,2,3
AFD,BEVG,1,1,236,2,3
CDU,FS,1,1,236,2,14
CDU,FS,1,1,236,2,14
SPD,FS,1,1,236,2,14
FDP,FS,1,1,236,2,14
CDU,FS,1,1,236,2,14
SPD,FS,1,1,236,2,14
FDP,FS,1,1,236,2,14
LINKE,FS,1,1,236,2,14
GRUENE,FS,1,1,236,2,14
FDP,AKU,1,1,236,2,3
FDP,AKU,1,1,236,2,3
FDP,AKU,1,1,236,2,14
CDU,AKU,1,1,236,2,14
SPD,AKU,1,1,236,2,14
FDP,AKU,1,1,236,2,14
CDU,AKU,1,1,236,2,14
SPD,AKU,1,1,236,2,14
GRUENE,AKU,1,1,236,2,14
AFD,AKU,1,1,236,2,14
LINKE,AKU,1,1,236,2,14
LINKE,KV,1,1,236,2,3
LINKE,KV,1,1,236,2,3
LINKE,KV,1,1,236,2,3
KV,TLI,2,2,236,2,3
GRUENE,TLI,1,1,236,2,3
SPD,TLI,1,1,236,2,3
PEBE,TLI,1,1,236,2,3
GRUENE,TLI,1,1,236,2,3
GRUENE,TLI,1,1,236,2,3
CDU,TLI,1,1,236,2,3
SPD,TLI,1,1,236,2,3
GRUENE,TLI,1,1,236,2,3
CDU,TLI,1,1,236,2,3
SPD,TLI,1,1,236,2,3
MGR,TLI,2,1,236,2,3
DDR,JW,1,1,236,2,3
SPD,JW,1,1,236,2,3
CDU,JW,1,1,236,2,3
AFD,LOMA,1,1,236,2,5
AFD,LOMA,1,1,236,2,14
AFD,EK,1,1,236,2,2
AFD,EK,1,1,236,2,2
AFD,EK,1,1,236,2,2
JML,MRA,2,3,236,2,14
SPD,MRA,1,1,236,2,6
SPD,MRA,1,1,236,2,6
SPD,MRA,1,1,236,2,6
SPD,MRA,1,1,236,2,15
SPD,MRA,2,1,236,2,15
RR,MRA,1,1,236,2,15
SPD,MRA,8,3,236,2,15
GRUENE,MRA,8,3,236,2,15
SPD,MRA,1,1,236,2,15
SPD,MRA,1,1,236,2,15
AFD,JEM,1,1,236,2,14
KKU,JEM,2,4,236,2,14
MRA,JEM,8,2,236,2,15
MRA,JEM,2,2,236,2,6
ABL,JEM,1,1,236,2,6
AFD,JEM,1,1,236,2,6
AFD,JEM,3,1,236,2,6
AFD,JEM,1,1,236,2,6
AFD,JEM,1,1,236,2,6
AFD,JEM,1,1,236,2,6
GRUENE,CB,1,1,236,2,6
GRUENE,CB,1,1,236,2,6
GRUENE,CB,1,1,236,2,6
CDU,RSE,1,1,236,2,11
CDU,RSE,1,1,236,2,11
CDU,RSE,1,1,236,2,11
CDU,RSE,1,1,236,2,11
CDU,RSE,1,1,236,2,14
CDZ,RSE,1,1,236,2,14
SPD,RSE,1,1,236,2,14
AFD,RSE,1,1,236,2,14
FDP,RSE,1,1,236,2,14
LINKE,RSE,1,1,236,2,14
GRUENE,RSE,1,1,236,2,14
AFD,WOWI,1,1,236,2,11
AFD,WOWI,1,1,236,2,11
AFD,WOWI,1,1,236,2,11
AFD,WOWI,1,1,236,2,11
LINKE,AWA,1,1,236,2,11
LINKE,AWA,1,1,236,2,11
LINKE,AWA,1,1,236,2,11
LINKE,AWA,1,1,236,2,11
LINKE,AWA,1,1,236,2,14
SPD,AWA,1,1,236,2,14
GRUENE,AWA,8,3,236,2,14
LINKE,AWA,1,1,236,2,14
CP,AWA,1,1,236,2,14
LINKE,AWA,1,1,236,2,14
CDU,AWA,1,1,236,2,14
SPD,AWA,1,1,236,2,14
FDP,AWA,1,1,236,2,14
GRUENE,AWA,1,1,236,2,14
AFD,AWA,1,1,236,2,14
CDU,PSE,8,3,236,2,14
GRUENE,PSE,8,3,236,2,14
CDU,PSE,1,1,236,2,15
GKA,PSE,1,1,236,2,15
FB,PSE,1,1,236,2,15
RR,PSE,2,4,236,2,15
CDU,PSE,1,1,236,2,14
CDU,PSE,1,1,236,2,14
SPD,PSE,1,1,236,2,14
LINKE,PSE,1,1,236,2,14
GRUENE,PSE,1,1,236,2,14
THSE,PSE,1,1,236,2,14
ST,PSE,1,1,236,2,14
CDU,PSE,8,3,236,2,14
SPD,PSE,8,3,236,2,14
GRUENE,PSE,8,3,236,2,14
RR,PSE,2,4,236,1,14
RHO,THSE,2,2,236,1,15
AFD,THSE,1,1,236,2,15
AFD,THSE,1,1,236,2,10
AFD,THSE,1,1,236,2,10
GKA,THSE,2,2,236,2,10
GKA,THSE,2,2,236,2,10
AFD,THSE,1,1,236,2,10
LBR,THSE,3,2,236,2,10
SPD,THSE,2,2,236,2,10
AFD,THSE,1,1,236,2,10
AFD,THSE,1,1,236,2,15
AFD,THSE,1,1,236,2,5
AFD,THSE,1,1,236,2,5
LBR,THSE,2,2,236,2,5
CP,THSE,2,2,236,2,5
SPD,THSE,8,4,236,2,5
SPD,THSE,2,4,236,2,5
AFD,THSE,1,1,236,2,5
SPD,THSE,2,4,236,2,5
GKA,THSE,8,4,236,2,15
CP,THSE,2,2,236,2,15
GRUENE,THSE,2,4,236,2,15
GKA,THSE,2,2,236,2,15
LBR,THSE,2,4,236,2,15
SPD,THSE,2,2,236,2,15
AFD,THSE,1,1,236,2,15
AFD,RJR,1,1,236,2,5
AFD,RJR,1,1,236,2,5
GRUENE,CB,1,1,236,2,5
FDP,CB,1,1,236,2,5
GRUENE,CB,1,1,236,2,5
FDP,CB,1,1,236,2,5
EK,CB,2,4,236,1,5
GRUENE,CB,1,1,236,2,5
AWA,CB,1,1,236,2,5
ST,HHI,2,3,236,2,14
ST,HHI,2,4,236,1,14
FRFE,HHI,2,4,236,1,14
GKA,HHI,2,4,236,2,14
SPD,HHI,2,4,236,2,14
MG,HHI,1,1,236,2,14
MRA,HHI,1,1,236,2,14
FB,HHI,1,1,236,2,14
CDU,HHI,1,1,236,2,5
SPD,HHI,1,1,236,2,5
AFD,HHI,1,1,236,2,5
FDP,HHI,1,1,236,2,5
GRUENE,HHI,1,1,236,2,5
CP,FJ,2,2,236,2,5
AFD,FJ,1,1,236,2,5
AFD,TMP,1,1,236,2,4
YF,TMP,2,4,236,2,4
AFD,TMP,1,1,236,2,4
RLE,TMP,2,4,236,1,4
ABL,RLE,7,4,236,2,4
FB,TMP,8,4,236,2,14
RLE,TMP,5,4,236,1,14
YF,TMP,2,4,236,2,4
ABL,YF,7,4,236,2,4
KHI,YF,7,4,236,2,4
AFD,TMP,1,1,236,2,4
RLE,TMP,2,4,236,2,4
AFD,RK,1,1,236,2,12
AFD,RK,1,1,236,2,12
AFD,RK,1,1,236,2,12
AFD,RK,1,1,236,2,12
RR,GC,2,4,236,2,14
GKA,GC,2,4,236,2,2
CP,GC,3,2,236,2,2
CB,GC,2,2,236,2,2
AFD,GC,1,1,236,2,2
CB,GC,3,2,236,2,2
GKA,GC,2,4,236,2,2
CB,GC,2,4,236,2,2
JF,GC,2,4,236,2,2
CB,GC,2,2,236,2,2
CB,GC,2,2,236,2,2
FB,GC,2,2,236,2,2
CB,GC,2,4,236,2,2
YF,GC,2,4,236,2,2
MRA,GC,2,4,236,2,2
CP,GC,2,4,236,2,2
UL,GC,2,4,236,2,2
CB,GC,2,4,236,2,2
AFD,GC,1,1,236,2,2
CP,GC,2,4,236,2,2
CB,GC,2,2,236,2,2
SPD,SD,1,1,3,2,10
GRUENE,SD,1,1,3,2,10
CDU,SD,3,2,3,2,10
SPD,SD,1,1,3,2,10
GRUENE,SD,1,1,3,2,10
FDP,SD,1,1,3,2,10
SPD,SD,1,1,3,2,10
CDU,SD,3,2,3,2,10
MGB,SD,2,3,3,2,10
GRUENE,SD,1,1,3,2,10
FDP,SD,1,1,3,2,10
TF,SD,2,2,3,2,10
AWG,SD,2,3,3,2,10
SPD,SD,1,1,3,2,10
GRUENE,SD,1,1,3,2,10
FDP,SD,1,1,3,2,10
SPD,SD,1,1,3,2,10
GRUENE,SD,1,1,3,2,10
FDP,SD,1,1,3,2,10
CDU,SD,8,4,3,2,10
SPD,SD,1,1,3,2,10
GRUENE,SD,1,1,3,2,10
FDP,SD,1,1,3,2,10
LINKE,SD,1,1,3,2,10
MGB,SD,2,4,3,2,10
SPD,SD,1,1,3,2,10
GRUENE,SD,1,1,3,2,10
FDP,SD,1,1,3,2,10
MGB,SD,2,2,3,2,10
SPD,SD,1,1,3,2,10
GRUENE,SD,1,1,3,2,10
FDP,SD,1,1,3,2,10
MGB,SD,2,2,3,2,10
SPD,SD,1,1,3,2,10
GRUENE,SD,1,1,3,2,10
FDP,SD,1,1,3,2,10
CDU,SST,1,1,3,2,10
SPD,SST,3,2,3,2,10
SPD,SST,8,4,3,2,10
SD,SST,2,1,3,2,10
RHA,SST,2,3,3,2,10
FDP,SST,2,2,3,2,10
AH,SST,2,2,3,2,10
AH,SST,2,2,3,2,10
SD,SST,2,2,3,2,10
SD,SST,2,2,3,2,10
WK,SST,2,2,3,2,10
CDU,SST,1,1,3,2,10
SPD,SST,1,1,3,2,10
GRUENE,SST,1,1,3,2,10
LINKE,SST,1,1,3,2,10
FDP,SST,1,1,3,2,10
SPD,SST,3,2,3,2,10
CDU,SST,1,1,3,2,10
FDP,SST,2,2,3,2,10
CDU,SST,1,1,3,2,10
CL,SST,2,3,3,2,10
CDU,SST,1,1,3,2,10
BH,SST,2,4,3,2,10
CDU,SST,1,1,3,2,10
FDP,SST,2,4,3,2,10
FDP,SST,1,1,3,2,10
BSW,SST,2,3,3,2,10
CDU,SST,1,1,3,2,10
GRUENE,KGE,1,1,3,2,15
SPD,KGE,1,1,3,2,15
FDP,KGE,1,1,3,2,15
CDU,KGE,8,4,3,2,15
KW,KGE,2,3,3,2,15
CDU,KGE,1,1,3,2,15
NK,KGE,2,3,3,2,15
AWG,KGE,2,3,3,2,10
GRUENE,KGE,1,1,3,2,10
SPD,KGE,1,1,3,2,10
FDP,KGE,1,1,3,2,10
GRUENE,KGE,1,1,3,2,10
SPD,KGE,1,1,3,2,10
FDP,KGE,1,1,3,2,10
GRUENE,KGE,1,1,3,2,10
SPD,KGE,1,1,3,2,10
FDP,KGE,1,1,3,2,10
GRUENE,KGE,1,1,3,2,10
SPD,KGE,1,1,3,2,10
FDP,KGE,1,1,3,2,10
GRUENE,KGE,1,1,3,2,10
SPD,KGE,1,1,3,2,10
FDP,KGE,1,1,3,2,10
GRUENE,KGE,1,1,3,2,10
SPD,KGE,1,1,3,2,10
FDP,KGE,1,1,3,2,10
CDU,KGE,2,3,3,2,10
TF,KGE,2,3,3,2,10
SPD,KGE,1,1,3,2,10
FDP,KGE,1,1,3,2,10
GRUENE,KGE,1,1,3,2,10
LINKE,KGE,1,1,3,2,10
SPD,KGE,1,1,3,2,10
FDP,KGE,1,1,3,2,10
GRUENE,KGE,1,1,3,2,10
LINKE,KGE,1,1,3,2,10
AFD,KGE,2,4,3,2,10
SPD,KGE,1,1,3,2,10
FDP,KGE,1,1,3,2,10
GRUENE,KGE,1,1,3,2,10
SPD,KGE,1,1,3,2,10
FDP,KGE,1,1,3,2,10
GRUENE,KGE,1,1,3,2,10
SPD,KGE,1,1,3,2,10
FDP,KGE,1,1,3,2,10
GRUENE,KGE,1,1,3,2,10
SF,KGE,1,1,3,2,10
GRUENE,KGE,1,1,3,2,10
SPD,KGE,1,1,3,2,10
FDP,KGE,1,1,3,2,10
GRUENE,KGE,1,1,3,2,10
SPD,KGE,1,1,3,2,10
FDP,KGE,1,1,3,2,10
FDP,MBU,1,1,3,2,10
GRUENE,MBU,1,1,3,2,10
FDP,MBU,1,1,3,2,10
GRUENE,MBU,1,1,3,2,10
SPD,MBU,1,1,3,2,10
FDP,MBU,1,1,3,2,10
GRUENE,MBU,1,1,3,2,10
SPD,MBU,1,1,3,2,10
FDP,MBU,1,1,3,2,10
GRUENE,MBU,1,1,3,2,10
SPD,MBU,1,1,3,2,10
FDP,MBU,1,1,3,2,10
GRUENE,MBU,1,1,3,2,10
SPD,MBU,1,1,3,2,10
FDP,MBU,1,1,3,2,10
GRUENE,MBU,1,1,3,2,10
SPD,MBU,1,1,3,2,10
FDP,MBU,1,1,3,2,10
GRUENE,MBU,1,1,3,2,10
SPD,MBU,1,1,3,2,10
FDP,MBU,1,1,3,2,10
GRUENE,MBU,1,1,3,2,10
SPD,MBU,1,1,3,2,10
AFD,TC,1,1,3,2,10
AFD,TC,1,1,3,2,10
MHE,TC,1,1,3,2,10
CL,TC,2,3,3,2,10
AFD,TC,1,1,3,2,10
AFD,TC,1,1,3,2,10
MHE,TC,1,1,3,2,10
BH,TC,2,3,3,2,10
GF,TC,2,1,3,2,10
AFD,TC,1,1,3,2,10
MHE,TC,1,1,3,2,10
AFD,TC,1,1,3,2,10
MHE,TC,1,1,3,2,10
MW,TC,2,3,3,2,10
AFD,TC,1,1,3,2,10
BH,TC,2,2,3,2,10
KVN,TC,2,2,3,2,10
CDU,DB,1,1,3,2,10
SD,DB,2,3,3,2,10
CDU,DB,1,1,3,2,10
LINKE,DB,1,1,3,2,10
AWG,DB,2,1,3,2,10
LINKE,DB,1,1,3,2,10
CDU,DB,1,1,3,2,15
SL,DB,2,4,3,2,15
LINKE,DB,1,1,3,2,10
SD,DB,4,2,3,1,10
SPD,SD,1,1,3,2,10
GRUENE,SD,1,1,3,2,10
FDP,SD,1,1,3,2,10
DB,SD,5,2,3,2,10
LINKE,DB,1,1,3,2,10
CDU,DB,1,1,3,2,10
LINKE,DB,1,1,3,2,15
CDU,DB,1,1,3,2,15
LINKE,DB,1,1,3,2,10
CDU,DB,1,1,3,2,10
LINKE,DB,1,1,3,2,10
AFD,DB,1,1,3,2,10
MR,DB,4,2,3,2,10
GRUENE,MR,1,1,3,2,10
DB,MR,5,2,3,2,10
LINKE,DB,1,1,3,2,10
SLA,DB,1,1,3,2,10
AMA,DB,2,1,3,2,10
LINKE,DB,1,1,3,2,10
LINKE,DB,1,1,3,2,10
LINKE,DB,1,1,3,2,10
LINKE,DB,1,1,3,2,10
LINKE,DB,1,1,3,2,10
SPD,JF,1,1,3,2,10
SPD,JF,1,1,3,2,10
FDP,JF,1,1,3,2,10
AH,JF,1,1,3,2,10
KLE,JF,2,3,3,2,10
SPD,JF,1,1,3,2,10
FDP,JF,1,1,3,2,10
SPD,JF,1,1,3,2,10
CL,JF,1,1,3,2,10
SPD,JF,1,1,3,2,10
FDP,JF,1,1,3,2,10
GRUENE,JF,1,1,3,2,10
FDP,JF,1,1,3,2,10
SPD,JF,1,1,3,2,10
FDP,JF,1,1,3,2,10
GRUENE,JF,1,1,3,2,10
SPD,JF,1,1,3,2,10
FDP,JF,1,1,3,2,10
GRUENE,JF,1,1,3,2,10
SPD,NK,2,2,3,2,10
AFD,NK,1,1,3,2,10
RM,NK,2,4,3,1,10
RM,JF,4,2,3,1,10
JF,RM,5,2,3,2,10
GRUENE,JF,1,1,3,2,10
SPD,JF,1,1,3,2,10
FDP,JF,1,1,3,2,10
NK,JF,2,3,3,2,10
SPD,JF,1,1,3,2,10
NK,JF,2,2,3,2,10
AG,JF,2,2,3,2,10
BVS,JF,2,2,3,2,10
SPD,JF,1,1,3,2,10
KGE,TF,2,1,3,2,10
KGE,TF,2,1,3,2,10
MBU,TF,2,4,3,2,10
CDU,TF,1,1,3,2,10
KGE,TF,2,3,3,2,10
CDU,TF,1,1,3,2,10
WK,TF,2,3,3,2,10
GRUENE,TF,8,4,3,2,10
MR,TF,2,2,3,2,10
AB,TF,2,2,3,2,10
WK,TF,2,4,3,2,10
CDU,TF,1,1,3,2,10
MW,TF,2,2,3,2,10
HB,TF,2,3,3,2,10
CDU,TF,1,1,3,2,10
CDU,TF,1,1,3,2,10
CDU,TF,1,1,3,2,10
CDU,TF,1,1,3,2,10
CDU,TF,1,1,3,2,10
GRUENE,MR,1,1,3,2,10
SPD,MR,1,1,3,2,10
FDP,MR,1,1,3,2,10
GRUENE,MR,1,1,3,2,10
SPD,MR,1,1,3,2,10
FDP,MR,1,1,3,2,10
GRUENE,MR,1,1,3,2,10
SPD,MR,1,1,3,2,10
FDP,MR,1,1,3,2,10
GRUENE,MR,1,1,3,2,10
SPD,MR,1,1,3,2,10
FDP,MR,1,1,3,2,10
KLE,MR,2,3,3,2,10
SPD,MR,1,1,3,2,10
FDP,MR,1,1,3,2,10
GRUENE,MR,1,1,3,2,10
SPD,MR,1,1,3,2,10
FDP,MR,1,1,3,2,10
GRUENE,MR,1,1,3,2,10
SPD,MR,1,1,3,2,10
FDP,MR,1,1,3,2,10
GRUENE,MR,1,1,3,2,10
SPD,MR,1,1,3,2,10
FDP,MR,1,1,3,2,10
GRUENE,MR,1,1,3,2,10
SPD,MR,1,1,3,2,10
FDP,MR,1,1,3,2,10
GRUENE,MR,1,1,3,2,10
SPD,MR,1,1,3,2,10
FDP,MR,1,1,3,2,10
GRUENE,MR,1,1,3,2,10
SPD,MR,1,1,3,2,10
FDP,MR,1,1,3,2,10
GRUENE,MR,1,1,3,2,10
JS,MR,4,2,3,1,10
BH,JS,2,3,3,2,10
SL,JS,2,2,3,2,10
HB,JS,2,2,3,2,10
CDU,JS,1,1,3,2,10
MR,JS,5,2,3,2,10
GRUENE,MR,1,1,3,2,15
SPD,MR,1,1,3,2,15
FDP,MR,1,1,3,2,15
GRUENE,MR,1,1,3,2,15
SPD,MR,1,1,3,2,15
FDP,MR,1,1,3,2,15
GRUENE,MR,1,1,3,2,15
SPD,MR,1,1,3,2,15
FDP,MR,1,1,3,2,15
GRUENE,MR,1,1,3,2,15
SPD,MR,1,1,3,2,15
FDP,MR,1,1,3,2,15
GRUENE,MR,1,1,3,2,15
SPD,MR,1,1,3,2,15
FDP,MR,1,1,3,2,15
FDP,MITH,1,1,3,2,10
GRUENE,MITH,1,1,3,2,10
SPD,MITH,1,1,3,2,10
SMU,MITH,2,2,3,2,10
FDP,MITH,1,1,3,2,10
AD,MITH,2,2,3,2,10
AWG,MITH,2,1,3,2,10
FDP,MITH,1,1,3,2,10
GRUENE,MITH,1,1,3,2,10
SPD,MITH,1,1,3,2,10
AFD,MITH,3,2,3,2,10
FDP,MITH,1,1,3,2,10
GRUENE,MITH,1,1,3,2,10
SPD,MITH,1,1,3,2,10
AFD,MITH,3,2,3,2,10
FDP,MITH,1,1,3,2,10
AUL,MITH,2,3,3,2,10
FDP,MITH,1,1,3,2,10
GRUENE,MITH,1,1,3,2,10
SPD,MITH,1,1,3,2,10
AUL,MITH,2,2,3,2,10
AFD,MS,1,1,3,2,15
SPD,MS,3,2,3,2,15
AFD,MS,1,1,3,2,10
AFD,MS,2,1,3,2,10
RM,MS,2,4,3,2,10
SPD,MS,2,3,3,2,10
AFD,MS,1,1,3,2,10
RM,MS,2,2,3,2,10
AFD,MS,1,1,3,2,10
AFD,MS,2,1,3,2,10
SEMU,MS,4,2,3,1,10
CDU,SEMU,1,1,3,2,10
SPD,SEMU,1,1,3,2,10
GRUENE,SEMU,1,1,3,2,10
LINKE,SEMU,1,1,3,2,10
FDP,SEMU,1,1,3,2,10
AFD,SEMU,2,2,3,2,10
CDU,SEMU,1,1,3,2,10
SPD,SEMU,1,1,3,2,10
GRUENE,SEMU,1,1,3,2,10
LINKE,SEMU,1,1,3,2,10
FDP,SEMU,1,1,3,2,10
AFD,SEMU,2,2,3,2,10
CDU,SEMU,1,1,3,2,10
SPD,SEMU,1,1,3,2,10
GRUENE,SEMU,1,1,3,2,10
LINKE,SEMU,1,1,3,2,10
FDP,SEMU,1,1,3,2,10
CDU,SEMU,1,1,3,2,10
SPD,SEMU,1,1,3,2,10
GRUENE,SEMU,1,1,3,2,10
LINKE,SEMU,1,1,3,2,10
FDP,SEMU,1,1,3,2,10
MS,SEMU,5,2,3,2,10
AFD,MS,1,1,3,2,10
AFD,MS,1,1,3,2,10
GRUENE,MS,2,3,3,2,10
AFD,MS,1,1,3,2,10
GRUENE,MS,2,3,3,2,10
SPD,MS,2,3,3,2,10
MGB,BB,2,3,3,2,10
AFD,MS,1,1,3,2,10
AFD,MS,1,1,3,2,10
SPD,MS,2,2,3,2,10
SPD,MS,2,2,3,2,10
AFD,MS,1,1,3,2,10
AFD,HB,2,2,3,2,10
JUBR,HB,2,3,3,2,10
SPD,HB,1,1,3,2,10
GRUENE,HB,1,1,3,2,10
FDP,HB,1,1,3,2,10
SMU,HB,2,3,3,2,10
SPD,HB,1,1,3,2,10
FDP,HB,1,1,3,2,10
SPD,HB,1,1,3,2,10
SPD,HB,1,1,3,2,10
GRUENE,HB,1,1,3,2,10
FDP,HB,1,1,3,2,10
MGB,HB,2,3,3,2,10
CDU,HB,2,2,3,2,10
SPD,HB,1,1,3,2,10
GRUENE,HB,1,1,3,2,10
FDP,HB,1,1,3,2,10
SPD,HB,1,1,3,2,10
GRUENE,HB,1,1,3,2,10
FDP,HB,1,1,3,2,10
CDU,KLE,1,1,3,2,10
FDP,KLE,1,1,3,2,10
CL,KLE,2,2,3,2,10
SPD,KLE,2,3,3,2,10
SPD,KLE,3,2,3,2,10
MBU,KLE,2,3,3,2,10
CDU,KLE,1,1,3,2,10
SD,KLE,2,3,3,2,10
SD,KLE,2,2,3,2,10
AWG,KLE,2,1,3,2,10
CDU,KLE,1,1,3,2,10
RBH,KLE,2,1,3,2,10
BH,KLE,2,1,3,2,10
CS,KLE,2,2,3,2,10
AWG,KLE,2,1,3,2,10
CDU,KLE,1,1,3,2,10
CDU,KLE,1,1,3,2,10
KGE,KLE,2,4,3,2,10
MBU,KLE,2,4,3,2,10
KGE,KLE,2,4,3,2,10
CDU,KLE,1,1,3,2,10
MBU,KLE,2,2,3,2,10
CDU,KLE,1,1,3,2,10
SPD,KLE,8,4,3,2,10
FDP,KLE,8,4,3,2,10
GRUENE,KLE,8,4,3,2,10
CDU,KLE,1,1,3,2,10
KVN,KLE,2,2,3,2,10
CS,DM,2,1,3,2,10
SPD,DM,1,1,3,2,10
GF,DM,2,2,3,2,10
NK,DM,2,2,3,2,10
GF,DM,2,2,3,2,10
GF,DM,2,4,3,2,10
SPD,DM,1,1,3,2,10
GRUENE,DM,1,1,3,2,10
FDP,DM,1,1,3,2,10
SPD,JML,2,3,3,2,10
CDU,JML,1,1,3,2,10
FDP,JML,2,3,3,2,10
CL,JML,2,3,3,2,10
CDU,JML,1,1,3,2,10
SD,JML,2,4,3,2,10
MR,JML,2,3,3,2,10
HB,JML,2,3,3,2,10
SD,JML,2,3,3,2,10
CDU,JML,1,1,3,2,10
GRUENE,JML,3,2,3,2,10
CDU,JML,1,1,3,2,10
SPD,JML,2,3,3,2,10
AWG,SD,2,3,3,2,10
MBU,JML,4,3,3,1,10
SD,JML,2,2,3,2,10
CS,JML,2,2,3,2,10
KL,JML,4,3,3,1,10
AWG,JML,2,3,3,2,10
CDU,JML,1,1,3,2,10
CDU,MBU,2,1,3,2,10
CDU,MBU,3,2,3,2,10
FDP,MBU,1,1,3,2,10
SPD,MBU,1,1,3,2,10
GRUENE,MBU,1,1,3,2,10
